,Exp3ImputeRMSE
/tpot2_base_normal_MAR_0.01/,4129.868845888764
/tpot2_base_normal_MAR_0.1/,1554.1815690955277
/tpot2_base_normal_MAR_0.3/,0.1921015740327297
/tpot2_base_normal_MAR_0.5/,3903.6866807822303
/tpot2_base_normal_MAR_0.9/,0.18923411665579926
/tpot2_base_normal_MNAR_0.01/,899.1130021737598
/tpot2_base_normal_MNAR_0.1/,9435.028811107606
/tpot2_base_normal_MNAR_0.3/,3630.121862473968
/tpot2_base_normal_MNAR_0.5/,1954.0515824520874
/tpot2_base_normal_MNAR_0.9/,4106.6816740358345
/tpot2_base_normal_MCAR_0.01/,1068.562400488027
/tpot2_base_normal_MCAR_0.1/,2280.2988525573523
/tpot2_base_normal_MCAR_0.3/,1986.7035120056328
/tpot2_base_normal_MCAR_0.5/,4799.415069854181
/tpot2_base_normal_MCAR_0.9/,4053.900835099277
/tpot2_base_imputation_MAR_0.01/,
/tpot2_base_imputation_MAR_0.1/,0.08372970067985175
/tpot2_base_imputation_MAR_0.3/,9128.809269708441
/tpot2_base_imputation_MAR_0.5/,
/tpot2_base_imputation_MAR_0.9/,5711.010689291388
/tpot2_base_imputation_MNAR_0.01/,
/tpot2_base_imputation_MNAR_0.1/,3019.018410711643
/tpot2_base_imputation_MNAR_0.3/,
/tpot2_base_imputation_MNAR_0.5/,2290.8616198487102
/tpot2_base_imputation_MNAR_0.9/,4079.926591187229
/tpot2_base_imputation_MCAR_0.01/,5983.562651648617
/tpot2_base_imputation_MCAR_0.1/,1553.7445209923264
/tpot2_base_imputation_MCAR_0.3/,2929.2987325878853
/tpot2_base_imputation_MCAR_0.5/,4907.828926054024
/tpot2_base_imputation_MCAR_0.9/,
