,Exp3ImputeRMSE
/tpot2_base_normal_MAR_0.01/,0.4492654492553113
/tpot2_base_normal_MAR_0.1/,0.4478134029707416
/tpot2_base_normal_MAR_0.3/,0.462594430522483
/tpot2_base_normal_MAR_0.5/,0.4478060427502675
/tpot2_base_normal_MAR_0.9/,0.445818022688635
/tpot2_base_normal_MNAR_0.01/,0.44783711834784773
/tpot2_base_normal_MNAR_0.1/,0.45569057300055393
/tpot2_base_normal_MNAR_0.3/,0.4519233669820086
/tpot2_base_normal_MNAR_0.5/,0.4485962302829351
/tpot2_base_normal_MNAR_0.9/,0.44983220413114194
/tpot2_base_normal_MCAR_0.01/,0.43515520886747205
/tpot2_base_normal_MCAR_0.1/,0.4514350987585547
/tpot2_base_normal_MCAR_0.3/,0.44983999658600243
/tpot2_base_normal_MCAR_0.5/,0.45075222724445324
/tpot2_base_normal_MCAR_0.9/,0.4499052389624357
/tpot2_base_imputation_MAR_0.01/,
/tpot2_base_imputation_MAR_0.1/,0.1559982344686219
/tpot2_base_imputation_MAR_0.3/,0.2660905143714414
/tpot2_base_imputation_MAR_0.5/,
/tpot2_base_imputation_MAR_0.9/,0.389746158900984
/tpot2_base_imputation_MNAR_0.01/,0.00017186926787133634
/tpot2_base_imputation_MNAR_0.1/,0.2505762618573656
/tpot2_base_imputation_MNAR_0.3/,0.41554299651745236
/tpot2_base_imputation_MNAR_0.5/,0.40473998326551525
/tpot2_base_imputation_MNAR_0.9/,
/tpot2_base_imputation_MCAR_0.01/,0.13608276351982432
/tpot2_base_imputation_MCAR_0.1/,0.21233840175813742
/tpot2_base_imputation_MCAR_0.3/,0.4220914536616636
/tpot2_base_imputation_MCAR_0.5/,0.4088436151131446
/tpot2_base_imputation_MCAR_0.9/,
