,Exp3ImputeRMSE
/tpot2_base_normal_MAR_0.01/,11.973706602612554
/tpot2_base_normal_MAR_0.1/,7.314924917489168
/tpot2_base_normal_MAR_0.3/,7.7584676466889455
/tpot2_base_normal_MAR_0.5/,226.75465599811176
/tpot2_base_normal_MAR_0.9/,6641.892279103452
/tpot2_base_normal_MNAR_0.01/,5628.971690784831
/tpot2_base_normal_MNAR_0.1/,4652.168974048274
/tpot2_base_normal_MNAR_0.3/,106.8565838469293
/tpot2_base_normal_MNAR_0.5/,112.47216538195555
/tpot2_base_normal_MNAR_0.9/,4707.302414438315
/tpot2_base_normal_MCAR_0.01/,4.728289403829674
/tpot2_base_normal_MCAR_0.1/,4604.321290576232
/tpot2_base_normal_MCAR_0.3/,116.45811389231883
/tpot2_base_normal_MCAR_0.5/,141.0197250912071
/tpot2_base_normal_MCAR_0.9/,4748.469472150852
/tpot2_base_imputation_MAR_0.01/,
/tpot2_base_imputation_MAR_0.1/,6986.3907001693215
/tpot2_base_imputation_MAR_0.3/,198.25207401273698
/tpot2_base_imputation_MAR_0.5/,171.32066495424968
/tpot2_base_imputation_MAR_0.9/,155.97559857050544
/tpot2_base_imputation_MNAR_0.01/,518.5212281981962
/tpot2_base_imputation_MNAR_0.1/,151.51302143203569
/tpot2_base_imputation_MNAR_0.3/,186.80626006546046
/tpot2_base_imputation_MNAR_0.5/,120.32983063873704
/tpot2_base_imputation_MNAR_0.9/,117.47341870195838
/tpot2_base_imputation_MCAR_0.01/,
/tpot2_base_imputation_MCAR_0.1/,115.06291650034312
/tpot2_base_imputation_MCAR_0.3/,138.44272099559575
/tpot2_base_imputation_MCAR_0.5/,94.95287073856586
/tpot2_base_imputation_MCAR_0.9/,680.5087630658087
