,Exp3ImputeRMSE
/tpot2_base_normal_MAR_0.01/,8.766095335872537
/tpot2_base_normal_MAR_0.1/,9.656475696764135
/tpot2_base_normal_MAR_0.3/,8.897860028056392
/tpot2_base_normal_MAR_0.5/,8.739419600664856
/tpot2_base_normal_MAR_0.9/,0.3734833969949228
/tpot2_base_normal_MNAR_0.01/,7.829851857086276
/tpot2_base_normal_MNAR_0.1/,6.111835809045486
/tpot2_base_normal_MNAR_0.3/,6.548506722295454
/tpot2_base_normal_MNAR_0.5/,6.560700692621749
/tpot2_base_normal_MNAR_0.9/,6.4999959234574565
/tpot2_base_normal_MCAR_0.01/,5.237054993957049
/tpot2_base_normal_MCAR_0.1/,6.326137433289061
/tpot2_base_normal_MCAR_0.3/,6.4107904037231975
/tpot2_base_normal_MCAR_0.5/,6.574991140488224
/tpot2_base_normal_MCAR_0.9/,6.5081598427031375
/tpot2_base_imputation_MAR_0.01/,0.10339393778563905
/tpot2_base_imputation_MAR_0.1/,0.3968754828026002
/tpot2_base_imputation_MAR_0.3/,1.54226743059958
/tpot2_base_imputation_MAR_0.5/,8.546178256093416
/tpot2_base_imputation_MAR_0.9/,
/tpot2_base_imputation_MNAR_0.01/,6.040622748492592
/tpot2_base_imputation_MNAR_0.1/,5.4129265508926165
/tpot2_base_imputation_MNAR_0.3/,6.352389164750508
/tpot2_base_imputation_MNAR_0.5/,
/tpot2_base_imputation_MNAR_0.9/,6.507610562332243
/tpot2_base_imputation_MCAR_0.01/,9.093313434689742
/tpot2_base_imputation_MCAR_0.1/,6.301040203725388
/tpot2_base_imputation_MCAR_0.3/,6.598561457495748
/tpot2_base_imputation_MCAR_0.5/,6.718401063492741
/tpot2_base_imputation_MCAR_0.9/,6.440889740884829
