,Exp3ImputeRMSE
/tpot2_base_normal_MAR_0.01/,35.793028861824844
/tpot2_base_normal_MAR_0.1/,64.84798180800912
/tpot2_base_normal_MAR_0.3/,55.63940966576131
/tpot2_base_normal_MAR_0.5/,56.356524310314626
/tpot2_base_normal_MAR_0.9/,58.1883517589895
/tpot2_base_normal_MNAR_0.01/,52.12880167469595
/tpot2_base_normal_MNAR_0.1/,47.24772320566421
/tpot2_base_normal_MNAR_0.3/,41.19096555352617
/tpot2_base_normal_MNAR_0.5/,41.65053327958945
/tpot2_base_normal_MNAR_0.9/,41.44192140547598
/tpot2_base_normal_MCAR_0.01/,46.67339327430573
/tpot2_base_normal_MCAR_0.1/,43.244524681692454
/tpot2_base_normal_MCAR_0.3/,43.78889831293279
/tpot2_base_normal_MCAR_0.5/,40.260136351119016
/tpot2_base_normal_MCAR_0.9/,41.627728262603384
/tpot2_base_imputation_MAR_0.01/,0.4051750393201637
/tpot2_base_imputation_MAR_0.1/,38.989189201053605
/tpot2_base_imputation_MAR_0.3/,
/tpot2_base_imputation_MAR_0.5/,57.49925771313105
/tpot2_base_imputation_MAR_0.9/,
/tpot2_base_imputation_MNAR_0.01/,21.542557160147442
/tpot2_base_imputation_MNAR_0.1/,14.373546039679832
/tpot2_base_imputation_MNAR_0.3/,75.12864918971619
/tpot2_base_imputation_MNAR_0.5/,74.56017127043381
/tpot2_base_imputation_MNAR_0.9/,
/tpot2_base_imputation_MCAR_0.01/,6.118558725158082
/tpot2_base_imputation_MCAR_0.1/,14.886280158095111
/tpot2_base_imputation_MCAR_0.3/,41.5342212506829
/tpot2_base_imputation_MCAR_0.5/,40.185146566145654
/tpot2_base_imputation_MCAR_0.9/,39.148892292478386
