,Exp1ImputeRMSE,Exp2ImputeModel,Exp2train_auroc,Exp2train_acc,Exp2train_bal_acc,Exp2train_logloss,Exp2test_auroc,Exp2test_acc,Exp2test_bal_acc,Exp2test_logloss,Exp2impute_auroc,Exp2impute_acc,Exp2impute_bal_acc,Exp2impute_logloss,Exp2impute_pipe,Exp2duration,Exp3ImputeModel,Exp3train_auroc,Exp3train_acc,Exp3train_bal_acc,Exp3train_logloss,Exp3impute_auroc,Exp3impute_acc,Exp3impute_bal_acc,Exp3impute_logloss,Exp3impute_pipe,Exp3duration
/tpot2_base_normal_MAR_0.01/,0.4445872644783573,"{'model_name': 'SimpleImputer', 'strategy': 'mean'}",1.0,1.0,1.0,6.62660618228091e-09,1.0,1.0,1.0,0.0016347090632463836,1.0,1.0,1.0,0.001634709063281178,['GradientBoostingClassifier_1'],941.838222026825,"[('RandomForestClassifier_1', 'SimpleImputer_1')]",0.9999973670553902,0.9983706720977596,0.9989595486734363,0.005034348444719128,0.9999458719518781,0.9945054945054945,0.996606334841629,0.019064117334809363,"[('RandomForestClassifier_1', 'SimpleImputer_1')]",490.9326412677765
/tpot2_base_normal_MAR_0.1/,0.8234865168101319,"{'model_name': 'SimpleImputer', 'strategy': 'mean'}",1.0,1.0,1.0,0.00012030226861561028,1.0,1.0,1.0,0.0015910032186581386,0.9678212105506888,0.9358974358974359,0.9115404920282969,1.4334409357590414,['RandomForestClassifier_1'],417.8736619949341,"[('XGBClassifier_1', 'SimpleImputer_1')]",0.9998903367987567,0.9924643584521385,0.9890553951611454,0.03237083775102783,0.9980909894353244,0.967032967032967,0.9737668238026919,0.09812129114608445,"[('XGBClassifier_1', 'SimpleImputer_1')]",502.943012714386
/tpot2_base_normal_MAR_0.3/,0.4974364687796581,"{'model_name': 'SimpleImputer', 'strategy': 'median'}",1.0,0.99979633401222,0.9998739919354839,0.0026149476953561232,0.9999614004872166,0.9945054945054945,0.9946887760732811,0.02080248378860954,0.9999718425338577,0.9945054945054945,0.9946887760732811,0.022194285632602163,['XGBClassifier_1'],435.1752600669861,"[('RandomForestClassifier_1', 'SimpleImputer_1')]",0.9999684828726998,0.9957230142566191,0.9916464484235465,0.021952099380101835,1.0,1.0,1.0,0.01204121367541557,"[('RandomForestClassifier_1', 'SimpleImputer_1')]",1149.0542531013489
/tpot2_base_normal_MAR_0.5/,,,,,,,,,,,,,,,,,,,,,,,,,,,
/tpot2_base_normal_MAR_0.9/,0.4554835749938329,"{'model_name': 'SimpleImputer', 'strategy': 'mean'}",1.0,1.0,1.0,6.661338147750941e-16,1.0,1.0,1.0,0.0018240458678806168,0.7947610013654887,0.8205128205128205,0.5835181079083518,5.53918933720496,['RandomForestClassifier_1'],459.86676049232483,"[('RandomForestClassifier_1', 'SimpleImputer_1')]",0.9979989172312173,0.9665987780040733,0.924588373655914,0.11532601654616663,0.9258915542321826,0.8241758241758241,0.628974743573022,0.7739804338946533,"[('RandomForestClassifier_1', 'SimpleImputer_1')]",673.6465535163879
/tpot2_base_normal_MNAR_0.01/,0.6105591429524007,"{'model_name': 'SimpleImputer', 'strategy': 'mean'}",1.0,1.0,1.0,1.4255739476788669e-08,1.0,0.9981684981684982,0.9969512195121951,0.0018882876487236338,0.9980824708784535,0.9945054945054945,0.992711962833914,0.07161581207500535,['GradientBoostingClassifier_1'],946.1421670913696,"[('RandomForestClassifier_1', 'SimpleImputer_1')]",0.9999999138700858,1.0,1.0,0.003588465328572462,0.9999417745952636,0.9908424908424909,0.9859817967780665,0.012223212240590425,"[('RandomForestClassifier_1', 'SimpleImputer_1')]",650.145632982254
/tpot2_base_normal_MNAR_0.1/,0.49184352143596255,"{'model_name': 'SimpleImputer', 'strategy': 'mean'}",1.0,1.0,1.0,9.266266277309593e-09,1.0,1.0,1.0,0.0006883061495079487,0.9743873413556571,0.9468864468864469,0.9497993876042656,1.0129833363263432,['GradientBoostingClassifier_1'],729.2861933708191,"[('GradientBoostingClassifier_1', 'SimpleImputer_1')]",0.9998735381011956,0.990224032586558,0.9914406668290682,0.03779745461761725,0.9983145232857675,0.9652014652014652,0.961822658451066,0.0890811821228869,"[('GradientBoostingClassifier_1', 'SimpleImputer_1')]",1214.029822587967
/tpot2_base_normal_MNAR_0.3/,0.5641176884979551,"{'model_name': 'SimpleImputer', 'strategy': 'median'}",1.0,1.0,1.0,6.661338147750941e-16,0.9981035859465737,0.9981684981684982,0.9969512195121951,0.06601401719618592,0.8360933236552259,0.8168498168498168,0.7469591384225531,6.601401719618527,['DecisionTreeClassifier_1'],469.7539644241333,"[('XGBClassifier_1', 'SimpleImputer_1')]",0.9979109042726444,0.9606924643584521,0.9573355194153083,0.1247228045345904,0.9830910891134106,0.8717948717948718,0.867282502289676,0.27459651406424845,"[('XGBClassifier_1', 'SimpleImputer_1')]",616.69606590271
/tpot2_base_normal_MNAR_0.5/,0.7218370452553191,"{'model_name': 'SimpleImputer', 'strategy': 'mean'}",1.0,1.0,1.0,6.661338147750941e-16,1.0,1.0,1.0,0.001800292255183355,0.8069445942310003,0.717948717948718,0.6965895892725161,9.191855481189473,['RandomForestClassifier_1'],647.2346329689026,"[('XGBClassifier_1', 'SimpleImputer_1')]",0.9786969163800592,0.8590631364562118,0.8445767914126698,0.33202614753652543,0.9509811383147806,0.793040293040293,0.765641830670525,0.4519836248466691,"[('XGBClassifier_1', 'SimpleImputer_1')]",518.5477106571198
/tpot2_base_normal_MNAR_0.9/,0.4849035238651669,"{'model_name': 'SimpleImputer', 'strategy': 'mean'}",0.9999986398235265,0.9995926680244399,0.9983050847457627,0.0009162283415384391,1.0,1.0,1.0,0.001053780485172024,0.5558610468939527,0.47619047619047616,0.3312612184563404,18.880008918108985,['DecisionTreeClassifier_1'],852.2399199008942,"[('GradientBoostingClassifier_1', 'SimpleImputer_1')]",0.7242040985703639,0.529735234215886,0.44278266103498576,0.9563346708253369,0.6536490477024515,0.4945054945054945,0.3688047485751934,1.0635188227139,"[('GradientBoostingClassifier_1', 'SimpleImputer_1')]",673.0839502811432
/tpot2_base_normal_MCAR_0.01/,0.6570934582696971,"{'model_name': 'SimpleImputer', 'strategy': 'mean'}",1.0,1.0,1.0,8.245416204171686e-05,1.0,1.0,1.0,0.0014176792838056136,0.9989731030619275,0.9963369963369964,0.9957607433217189,0.0758844813185286,['RandomForestClassifier_1'],401.3952498435974,"[('RandomForestClassifier_1', 'SimpleImputer_1')]",0.9999987327003652,0.9987780040733197,0.9982930565231797,0.006917975644068147,0.9999858900660856,0.9963369963369964,0.9976783020900668,0.009147864960193361,"[('RandomForestClassifier_1', 'SimpleImputer_1')]",627.2472372055054
/tpot2_base_normal_MCAR_0.1/,0.6018779344321635,"{'model_name': 'SimpleImputer', 'strategy': 'mean'}",1.0,1.0,1.0,9.83969981937261e-08,1.0,1.0,1.0,0.0006089226293583313,0.9807746657661753,0.9633699633699634,0.9623719776158801,0.8141577441634836,['GradientBoostingClassifier_1'],1029.2837553024292,"[('RandomForestClassifier_1', 'SimpleImputer_1')]",0.9999931525269453,0.9977596741344196,0.9967315531971364,0.021512862488213894,0.9990746031226861,0.9688644688644689,0.9636895146938189,0.06802917162691978,"[('RandomForestClassifier_1', 'SimpleImputer_1')]",668.4703667163849
/tpot2_base_normal_MCAR_0.3/,0.5838836991703144,"{'model_name': 'SimpleImputer', 'strategy': 'median'}",1.0,1.0,1.0,8.167074254913086e-06,1.0,1.0,1.0,0.001738683147179049,0.8923421719516574,0.8351648351648352,0.7907903072537219,5.004541582998363,['RandomForestClassifier_1'],490.8928279876709,"[('RandomForestClassifier_1', 'SimpleImputer_1')]",0.9981006171940925,0.9606924643584521,0.9452218678623385,0.13847495103588167,0.9833626424511239,0.9084249084249084,0.8955010436717754,0.3459298444046152,"[('RandomForestClassifier_1', 'SimpleImputer_1')]",615.0694046020508
/tpot2_base_normal_MCAR_0.5/,0.6395333367430918,"{'model_name': 'SimpleImputer', 'strategy': 'mean'}",0.9999498329973415,0.9955193482688391,0.9958641041420928,0.009102319070582218,0.9980530172890575,0.9926739926739927,0.9896631823461092,0.08022870193844188,0.7791444866250263,0.7124542124542125,0.661447830027457,10.180398374915933,['DecisionTreeClassifier_1'],476.36172223091125,"[('GradientBoostingClassifier_1', 'SimpleImputer_1')]",0.9783897023303914,0.8592668024439919,0.8318393349177257,0.35099456973626003,0.9541020519595201,0.7875457875457875,0.7654506779686119,0.46276202406264905,"[('GradientBoostingClassifier_1', 'SimpleImputer_1')]",924.2269847393036
