,Exp3ImputeRMSE
/tpot2_base_normal_MAR_0.01/,0.3193036836421275
/tpot2_base_normal_MAR_0.1/,0.3963967188375326
/tpot2_base_normal_MAR_0.3/,0.3641433718012794
/tpot2_base_normal_MAR_0.5/,0.40301950373402534
/tpot2_base_normal_MAR_0.9/,0.3696093186506352
/tpot2_base_normal_MNAR_0.01/,0.35271034596657336
/tpot2_base_normal_MNAR_0.1/,0.35087439671117576
/tpot2_base_normal_MNAR_0.3/,0.34814867563966134
/tpot2_base_normal_MNAR_0.5/,0.3481057393662123
/tpot2_base_normal_MNAR_0.9/,0.34823554483334157
/tpot2_base_normal_MCAR_0.01/,0.34550935697388013
/tpot2_base_normal_MCAR_0.1/,0.350956178590633
/tpot2_base_normal_MCAR_0.3/,0.3459810753407466
/tpot2_base_normal_MCAR_0.5/,0.3476354014654428
/tpot2_base_normal_MCAR_0.9/,0.3472620212917842
/tpot2_base_imputation_MAR_0.01/,
/tpot2_base_imputation_MAR_0.1/,0.16274432558639912
/tpot2_base_imputation_MAR_0.3/,0.357781454495944
/tpot2_base_imputation_MAR_0.5/,0.3292143135060464
/tpot2_base_imputation_MAR_0.9/,0.3556822648919711
/tpot2_base_imputation_MNAR_0.01/,0.06178209632039639
/tpot2_base_imputation_MNAR_0.1/,0.25315487313605345
/tpot2_base_imputation_MNAR_0.3/,0.3476387191463135
/tpot2_base_imputation_MNAR_0.5/,0.3703100095781869
/tpot2_base_imputation_MNAR_0.9/,
/tpot2_base_imputation_MCAR_0.01/,0.09627985816071787
/tpot2_base_imputation_MCAR_0.1/,0.251491219041631
/tpot2_base_imputation_MCAR_0.3/,0.3383207494843817
/tpot2_base_imputation_MCAR_0.5/,0.3459865805459394
/tpot2_base_imputation_MCAR_0.9/,0.34747655711605835
