,Exp1ImputeRMSE,Exp2ImputeModel,Exp2train_auroc,Exp2train_acc,Exp2train_bal_acc,Exp2train_logloss,Exp2test_auroc,Exp2test_acc,Exp2test_bal_acc,Exp2test_logloss,Exp2impute_auroc,Exp2impute_acc,Exp2impute_bal_acc,Exp2impute_logloss,Exp2impute_pipe,Exp2duration,Exp3ImputeModel,Exp3train_auroc,Exp3train_acc,Exp3train_bal_acc,Exp3train_logloss,Exp3impute_auroc,Exp3impute_acc,Exp3impute_bal_acc,Exp3impute_logloss,Exp3impute_pipe,Exp3duration
/tpot2_base_normal_MAR_0.01/,1.0977886885078285,"{'model_name': 'SimpleImputer', 'strategy': 'constant'}",0.9978857218454036,0.9782282282282282,0.9782253698769336,0.05884870213561977,0.997991234477721,0.9797297297297297,0.9797297297297298,0.05529717824550915,0.9981154127100074,0.9797297297297297,0.9797297297297298,0.05513962854505331,['SVC_1'],2989.218940258026,"[('GaussianNB_1', 'SimpleImputer_1')]",0.9978288180486218,0.9782282282282282,0.9782261815000255,0.05901077090647985,0.9981811541271001,0.9797297297297297,0.9797297297297298,0.0537500114533805,"[('GaussianNB_1', 'SimpleImputer_1')]",700.7335896492004
/tpot2_base_normal_MAR_0.1/,1.059310376677961,"{'model_name': 'SimpleImputer', 'strategy': 'constant'}",0.9979246797538186,0.9786786786786786,0.9786767675865873,0.05782261777588044,0.9980861943024106,0.9797297297297297,0.9797297297297298,0.05395117831321677,0.9974872169466764,0.9783783783783784,0.9783783783783784,0.06428314519316088,['GaussianNB_1'],2003.7044522762299,"[('GaussianNB_1', 'SimpleImputer_1')]",0.9973230866819774,0.9767267267267268,0.9767254904029627,0.0650216369065232,0.9975675675675675,0.9797297297297297,0.9797297297297297,0.06336147124293744,"[('GaussianNB_1', 'SimpleImputer_1')]",676.814192533493
/tpot2_base_normal_MAR_0.3/,0.9925801051670499,"{'model_name': 'SimpleImputer', 'strategy': 'constant'}",0.9979246797538186,0.9786786786786786,0.9786767675865873,0.05782261777588044,0.9980861943024106,0.9797297297297297,0.9797297297297298,0.05395117831321677,0.9941855368882396,0.9621621621621622,0.9621621621621621,0.09571300909860211,['GaussianNB_1'],3545.651582479477,"[('SVC_1', 'SimpleImputer_1')]",0.9948099408678468,0.9657657657657658,0.9657662790625321,0.0922229827009258,0.9941051862673485,0.9662162162162162,0.9662162162162162,0.0955142598745919,"[('SVC_1', 'SimpleImputer_1')]",4768.514116287231
/tpot2_base_normal_MAR_0.5/,0.9829636168322461,"{'model_name': 'SimpleImputer', 'strategy': 'constant'}",0.9979246797538186,0.9786786786786786,0.9786767675865873,0.05782261777588044,0.9980861943024106,0.9797297297297297,0.9797297297297298,0.05395117831321677,0.9931775018261504,0.9608108108108108,0.9608108108108109,0.10401737045135656,['GaussianNB_1'],1784.9789674282074,"[('LogisticRegression_1', 'SimpleImputer_1')]",0.9933023960646741,0.9596096096096096,0.9596094415573208,0.10438941844659738,0.9931190650109569,0.9621621621621622,0.9621621621621621,0.10442395500185424,"[('LogisticRegression_1', 'SimpleImputer_1')]",790.4279897212982
/tpot2_base_normal_MAR_0.9/,0.9401410326433302,"{'model_name': 'SimpleImputer', 'strategy': 'mean'}",0.9979246797538186,0.9786786786786786,0.9786767675865873,0.05782261777588044,0.9980861943024106,0.9797297297297297,0.9797297297297298,0.05395117831321677,0.9805478451424398,0.9216216216216216,0.9216216216216216,0.18197164520697312,['GaussianNB_1'],2126.10613656044,"[('LogisticRegression_1', 'SimpleImputer_1')]",0.9813872279924116,0.9295795795795796,0.9295799282362862,0.17463103201325886,0.9793279766252738,0.9162162162162162,0.9162162162162162,0.19129514322293034,"[('LogisticRegression_1', 'SimpleImputer_1')]",717.5607061386108
/tpot2_base_normal_MNAR_0.01/,1.0776447758384162,"{'model_name': 'SimpleImputer', 'strategy': 'constant'}",0.9979246797538186,0.9786786786786786,0.9786767675865873,0.05782261777588044,0.9980861943024106,0.9797297297297297,0.9797297297297298,0.05395117831321677,0.998137326515705,0.9797297297297297,0.9797297297297298,0.0539077669856458,['GaussianNB_1'],2487.32519865036,"[('GaussianNB_1', 'SimpleImputer_1')]",0.997829359130683,0.9779279279279279,0.9779258809559945,0.05906045048221733,0.9981227173119065,0.9797297297297297,0.9797297297297298,0.053960006735558466,"[('GaussianNB_1', 'SimpleImputer_1')]",4069.0649127960205
/tpot2_base_normal_MNAR_0.1/,1.028124636390261,"{'model_name': 'SimpleImputer', 'strategy': 'constant'}",0.9979246797538186,0.9786786786786786,0.9786767675865873,0.05782261777588044,0.9980861943024106,0.9797297297297297,0.9797297297297298,0.05395117831321677,0.996691015339664,0.9675675675675676,0.9675675675675677,0.07448899773967292,['GaussianNB_1'],582.7640373706818,"[('GaussianNB_1', 'SimpleImputer_1')]",0.9964699806319675,0.9716216216216216,0.9716192989903139,0.07549165795227306,0.9966325785244704,0.9675675675675676,0.9675675675675677,0.0758281081328312,"[('GaussianNB_1', 'SimpleImputer_1')]",713.3430328369141
/tpot2_base_normal_MNAR_0.3/,0.910921461766398,"{'model_name': 'SimpleImputer', 'strategy': 'constant'}",0.9979246797538186,0.9786786786786786,0.9786767675865873,0.05782261777588044,0.9980861943024106,0.9797297297297297,0.9797297297297298,0.05395117831321677,0.9936157779401023,0.9635135135135136,0.9635135135135136,0.10226837638676525,['GaussianNB_1'],2146.7588288784027,"[('SVC_1', 'SimpleImputer_1')]",0.990308769380094,0.9496996996996997,0.9496997941453298,0.12582543979531494,0.9938933528122718,0.9621621621621622,0.9621621621621621,0.09934380324160956,"[('SVC_1', 'SimpleImputer_1')]",4331.30392408371
/tpot2_base_normal_MNAR_0.5/,0.7682256463725605,"{'model_name': 'SimpleImputer', 'strategy': 'mean'}",0.9979246797538186,0.9786786786786786,0.9786767675865873,0.05782261777588044,0.9980861943024106,0.9797297297297297,0.9797297297297298,0.05395117831321677,0.9732505478451425,0.9162162162162162,0.9162162162162162,0.21293670917912794,['GaussianNB_1'],2644.2586658000946,"[('SVC_1', 'SimpleImputer_1')]",0.9736110671481937,0.9142642642642642,0.9142635183265847,0.2083228233568525,0.9732688093498905,0.9135135135135135,0.9135135135135135,0.21136106110667027,"[('SVC_1', 'SimpleImputer_1')]",2795.693228006363
/tpot2_base_normal_MNAR_0.9/,0.35706111123592676,"{'model_name': 'SimpleImputer', 'strategy': 'mean'}",0.9979246797538186,0.9786786786786786,0.9786767675865873,0.05782261777588044,0.9980861943024106,0.9797297297297297,0.9797297297297298,0.05395117831321677,0.8151059167275384,0.7121621621621622,0.7121621621621621,0.5325168680047758,['GaussianNB_1'],530.3230266571045,"[('XGBClassifier_1', 'SimpleImputer_1')]",0.8455847388165326,0.7516516516516516,0.7517066404566517,0.47970397030544004,0.7614937910883857,0.6945945945945946,0.6945945945945946,0.5925468386235134,"[('XGBClassifier_1', 'SimpleImputer_1')]",582.841370344162
/tpot2_base_normal_MCAR_0.01/,1.0991815159482683,"{'model_name': 'SimpleImputer', 'strategy': 'median'}",0.9979246797538186,0.9786786786786786,0.9786767675865873,0.05782261777588044,0.9980861943024106,0.9797297297297297,0.9797297297297298,0.05395117831321677,0.9979547114682249,0.977027027027027,0.977027027027027,0.0570498805897176,['GaussianNB_1'],596.4421093463898,"[('GaussianNB_1', 'SimpleImputer_1')]",0.9977157318978066,0.9776276276276277,0.9776258509529943,0.06014598352783281,0.9979401022644265,0.977027027027027,0.977027027027027,0.057056311588043265,"[('GaussianNB_1', 'SimpleImputer_1')]",932.4997479915619
/tpot2_base_normal_MCAR_0.1/,1.0294029557017061,"{'model_name': 'SimpleImputer', 'strategy': 'constant'}",0.9979246797538186,0.9786786786786786,0.9786767675865873,0.05782261777588044,0.9980861943024106,0.9797297297297297,0.9797297297297298,0.05395117831321677,0.9969466764061359,0.9783783783783784,0.9783783783783784,0.06976285651632208,['GaussianNB_1'],638.5903718471527,"[('GaussianNB_1', 'SimpleImputer_1')]",0.9961530869047229,0.9695195195195195,0.969518818428281,0.07859527906346173,0.9969101533966399,0.9783783783783784,0.9783783783783784,0.0698665735239347,"[('GaussianNB_1', 'SimpleImputer_1')]",629.7870700359344
/tpot2_base_normal_MCAR_0.3/,0.9226412506788757,"{'model_name': 'SimpleImputer', 'strategy': 'mean'}",0.9979246797538186,0.9786786786786786,0.9786767675865873,0.05782261777588044,0.9980861943024106,0.9797297297297297,0.9797297297297298,0.05395117831321677,0.9925054784514244,0.9554054054054054,0.9554054054054054,0.11152078434032162,['GaussianNB_1'],3528.0590012073517,"[('GaussianNB_1', 'SimpleImputer_1')]",0.9911728774320174,0.9519519519519519,0.9519535362012306,0.12051626505949,0.9925127830533236,0.9513513513513514,0.9513513513513514,0.11258606081368047,"[('GaussianNB_1', 'SimpleImputer_1')]",800.7814607620239
