,Exp3ImputeRMSE
/tpot2_base_normal_MAR_0.01/,1.1020127426981894
/tpot2_base_normal_MAR_0.1/,0.9690649897687554
/tpot2_base_normal_MAR_0.3/,0.8151429834288536
/tpot2_base_normal_MAR_0.5/,1.2400302150885452
/tpot2_base_normal_MAR_0.9/,1.2226887182442205
/tpot2_base_normal_MNAR_0.01/,0.7207176195295211
/tpot2_base_normal_MNAR_0.1/,1.1404769141781095
/tpot2_base_normal_MNAR_0.3/,0.9782564004645263
/tpot2_base_normal_MNAR_0.5/,1.0674291069221975
/tpot2_base_normal_MNAR_0.9/,1.0183381649628473
/tpot2_base_normal_MCAR_0.01/,0.9765596796928911
/tpot2_base_normal_MCAR_0.1/,1.0706846993624304
/tpot2_base_normal_MCAR_0.3/,1.077036677947135
/tpot2_base_normal_MCAR_0.5/,0.9457576263852406
/tpot2_base_normal_MCAR_0.9/,1.000365478844239
/tpot2_base_imputation_MAR_0.01/,1.0052211055517974
/tpot2_base_imputation_MAR_0.1/,1.4579885143539577
/tpot2_base_imputation_MAR_0.3/,1.5024580509679268
/tpot2_base_imputation_MAR_0.5/,
/tpot2_base_imputation_MAR_0.9/,1.2068146542842202
/tpot2_base_imputation_MNAR_0.01/,0.6758587684713948
/tpot2_base_imputation_MNAR_0.1/,0.6484130625668248
/tpot2_base_imputation_MNAR_0.3/,1.1119576936102693
/tpot2_base_imputation_MNAR_0.5/,
/tpot2_base_imputation_MNAR_0.9/,1.173388764751744
/tpot2_base_imputation_MCAR_0.01/,1.0506731520008274
/tpot2_base_imputation_MCAR_0.1/,0.8019965784442931
/tpot2_base_imputation_MCAR_0.3/,
/tpot2_base_imputation_MCAR_0.5/,
/tpot2_base_imputation_MCAR_0.9/,
