,Exp3ImputeRMSE
/tpot2_base_normal_MAR_0.01/,121.74198601242463
/tpot2_base_normal_MAR_0.1/,82.8799377916995
/tpot2_base_normal_MAR_0.3/,184.74163812634575
/tpot2_base_normal_MAR_0.5/,313.23466861598877
/tpot2_base_normal_MAR_0.9/,54.60056116038402
/tpot2_base_normal_MNAR_0.01/,205.92139123063882
/tpot2_base_normal_MNAR_0.1/,88.38747263812326
/tpot2_base_normal_MNAR_0.3/,306.4127170158154
/tpot2_base_normal_MNAR_0.5/,74.63169549637394
/tpot2_base_normal_MNAR_0.9/,80.43475986206055
/tpot2_base_normal_MCAR_0.01/,212.9935150065581
/tpot2_base_normal_MCAR_0.1/,274.91064073880364
/tpot2_base_normal_MCAR_0.3/,78.41783460404535
/tpot2_base_normal_MCAR_0.5/,272.6095560395596
/tpot2_base_normal_MCAR_0.9/,81.53204932664808
/tpot2_base_imputation_MAR_0.01/,80.44067570611121
/tpot2_base_imputation_MAR_0.1/,11.712567214215461
/tpot2_base_imputation_MAR_0.3/,50.62212991604034
/tpot2_base_imputation_MAR_0.5/,349.84395159184675
/tpot2_base_imputation_MAR_0.9/,55.410935487049905
/tpot2_base_imputation_MNAR_0.01/,79.11478868904844
/tpot2_base_imputation_MNAR_0.1/,
/tpot2_base_imputation_MNAR_0.3/,71.46404939015527
/tpot2_base_imputation_MNAR_0.5/,75.19850327465578
/tpot2_base_imputation_MNAR_0.9/,88.31563299232963
/tpot2_base_imputation_MCAR_0.01/,46.40717435819092
/tpot2_base_imputation_MCAR_0.1/,214.61854776567935
/tpot2_base_imputation_MCAR_0.3/,108.36000787498098
/tpot2_base_imputation_MCAR_0.5/,
/tpot2_base_imputation_MCAR_0.9/,81.91773329508813
