,Exp3ImputeRMSE
/tpot2_base_normal_MAR_0.01/,0.010057140320616564
/tpot2_base_normal_MAR_0.1/,0.0037007199652053604
/tpot2_base_normal_MAR_0.3/,0.0030262052500536823
/tpot2_base_normal_MAR_0.5/,0.004560083722160543
/tpot2_base_normal_MAR_0.9/,0.009258875481425666
/tpot2_base_normal_MNAR_0.01/,0.009442179734549373
/tpot2_base_normal_MNAR_0.1/,0.009149766778572705
/tpot2_base_normal_MNAR_0.3/,0.007434945046594138
/tpot2_base_normal_MNAR_0.5/,0.009330476830565215
/tpot2_base_normal_MNAR_0.9/,0.007991351848392553
/tpot2_base_normal_MCAR_0.01/,0.008264104547943046
/tpot2_base_normal_MCAR_0.1/,0.008245745026255073
/tpot2_base_normal_MCAR_0.3/,0.008069774954346371
/tpot2_base_normal_MCAR_0.5/,0.007716187249718366
/tpot2_base_normal_MCAR_0.9/,0.009409038030495623
/tpot2_base_imputation_MAR_0.01/,0.0029312676783345894
/tpot2_base_imputation_MAR_0.1/,0.0049233719044056495
/tpot2_base_imputation_MAR_0.3/,0.008009563554393419
/tpot2_base_imputation_MAR_0.5/,
/tpot2_base_imputation_MAR_0.9/,0.009504376122946967
/tpot2_base_imputation_MNAR_0.01/,0.007031178477885395
/tpot2_base_imputation_MNAR_0.1/,0.009501268988633372
/tpot2_base_imputation_MNAR_0.3/,0.008115713220097284
/tpot2_base_imputation_MNAR_0.5/,0.009219499951202357
/tpot2_base_imputation_MNAR_0.9/,0.007826021181026165
/tpot2_base_imputation_MCAR_0.01/,0.006444402967450213
/tpot2_base_imputation_MCAR_0.1/,0.008930268605600453
/tpot2_base_imputation_MCAR_0.3/,0.007480536092980848
/tpot2_base_imputation_MCAR_0.5/,
/tpot2_base_imputation_MCAR_0.9/,0.007890950139054187
