,Exp3ImputeRMSE
/tpot2_base_normal_MAR_0.01/,6.182224544414324
/tpot2_base_normal_MAR_0.1/,424.50496624313524
/tpot2_base_normal_MAR_0.3/,31.965961605402544
/tpot2_base_normal_MAR_0.5/,43.32628312759615
/tpot2_base_normal_MAR_0.9/,4.318460518500879
/tpot2_base_normal_MNAR_0.01/,55.350119882518
/tpot2_base_normal_MNAR_0.1/,61.22502632733372
/tpot2_base_normal_MNAR_0.3/,35.477993724641216
/tpot2_base_normal_MNAR_0.5/,34.39323545808482
/tpot2_base_normal_MNAR_0.9/,34.554408043904495
/tpot2_base_normal_MCAR_0.01/,292.1392319534059
/tpot2_base_normal_MCAR_0.1/,61.199509810532234
/tpot2_base_normal_MCAR_0.3/,34.47752306235243
/tpot2_base_normal_MCAR_0.5/,34.44454632930574
/tpot2_base_normal_MCAR_0.9/,34.52800381811102
/tpot2_base_imputation_MAR_0.01/,22.92307058546546
/tpot2_base_imputation_MAR_0.1/,86.08185882978589
/tpot2_base_imputation_MAR_0.3/,121.27756542696328
/tpot2_base_imputation_MAR_0.5/,48.18080836334079
/tpot2_base_imputation_MAR_0.9/,48.84474557741685
/tpot2_base_imputation_MNAR_0.01/,
/tpot2_base_imputation_MNAR_0.1/,63.34335133022816
/tpot2_base_imputation_MNAR_0.3/,34.22268074595083
/tpot2_base_imputation_MNAR_0.5/,34.96253119574334
/tpot2_base_imputation_MNAR_0.9/,34.49949183892125
/tpot2_base_imputation_MCAR_0.01/,63.34531843426393
/tpot2_base_imputation_MCAR_0.1/,33.48114416332572
/tpot2_base_imputation_MCAR_0.3/,34.62488388220577
/tpot2_base_imputation_MCAR_0.5/,
/tpot2_base_imputation_MCAR_0.9/,34.53154483323902
